"NEW_BP"|"DEPARTAMENTO"|"MUNICIPIO"|"CIUDAD"|"BARRIO_CASERIO"
"1572512571"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"LOMAS DEL RIO"
"1572280817"|"COLON"|"BONITO ORIENTAL"|"BONITO ORIENTAL"|"COLONIA OSWALDO CABALLERO"
"1572283575"|"YORO"|"YORO"|"YORO"|"BARRIO LAS COLINAS"
"1572280822"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"COLONIA CANADA"
"1581409891"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA FESITRANH"
"1572605097"|"EL PARAISO"|"DANLI"|"DANLI"|"COLONIA LA COFRADIA"
"1572439201"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"MONTES DE SINAI"
"1571619063"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"BARRIO CIENAGUITA"
"1579712323"|"CORTES"|"VILLANUEVA"|"VILLANUEVA"|"COLONIA GUADALUPE LOPEZ"
"1572739173"|"SANTA BARBARA"|"QUIMISTAN"|"PINALEJO"|"BARRIO SAN MARTIN"
"1581909813"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO EL REPARTO"
"1572281001"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"BARRIO CAMPO ROJO"
"1571947721"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA PRADO ALTO"
"1572523939"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO ABAJO"
"1571935131"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1572246118"|"COPAN"|"FLORIDA"|"FLORIDA"|"BARRIO SAN ANTONIO"
"1571935222"|"CORTES"|"POTRERILLOS"|"POTRERILLOS"|"COLONIA SAN JOSE"
"1580265766"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO EL CARMEN"
"1572278856"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO SUYAPA"
"1571662725"|"CORTES"|"VILLANUEVA"|"VILLANUEVA"|"TRAMO ZIP VILLANUEVA  RES LA GRAN VILLA"
"1579149652"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL NORTE FRESCO"
"1572283031"|"ISLAS DE LA BAHIA"|"JOSE SANTOS GUARDIOLA"|"JOSE SANTOS GUARDIOLA"|"BARRIO OAK RIDGE  PARTE NO. 1"
"1572283000"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA BELLA AURORA"
"1572278826"|"EL PARAISO"|"DANLI"|"DANLI"|"BARRIO LOS ARCOS"
"1572223051"|"COPAN"|"NUEVA ARCADIA"|"LA ENTRADA"|"COLONIA VANESSA"
"1572793749"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA SITRAMACSA"
"1571678988"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MONSENOR FIALLOS"
"1572022103"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA SAN JOSE"
"1573026325"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA CANELA"
"1572020409"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOS ALPES #2"
"1580412201"|"CORTES"|"SAN MANUEL"|"EL PLAN"|"COLONIA BRISAS DEL PLAN NO. 2"
"1572225313"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA FELIPE ZELAYA"
"1572019534"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CENTRO AMERICA OESTE"
"1571712901"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA PALERMO"
"1571712574"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL TONCONTIN"
"1578409766"|"FRANCISCO MORAZAN"|"VALLE DE ANGELES"|"LAS CANADAS"|"QUEBRADA HONDA"
"1571931378"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1572285302"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"BARRIO MELGAR CASTRO"
"1571949139"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL LOS CALPULES"
"1572280789"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"TR. RIVERAHERNANDEZSINAI"
"1572280790"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"COLONIA BRISAS DE ALTAMIRA"
"1572892645"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA JUAN LINDO"
"1578415119"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL HONDURAS"
"1572248403"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO GUAMILITO"
"1571730006"|"ISLAS DE LA BAHIA"|"UTILA"|"UTILA"|"BARRIO JERICOH"
"1581446682"|"ATLANTIDA"|"JUTIAPA"|"JUTIAPA"|"BARRIO LEMPIRA"
"1571778764"|"OLANCHO"|"CATACAMAS"|"CATACAMAS"|"BARRIO SAN SEBASTIAN"
"1572532882"|"COPAN"|"NUEVA ARCADIA"|"LA ENTRADA"|"BARRIO SUYAPA"
"1572201670"|"YORO"|"VICTORIA"|"SAN ISIDRO"|"MONTECARLO O QUEBRADA SECA"
"1571600838"|"COPAN"|"SAN PEDRO"|"SAN PEDRO"|"BARRIO EL CARMEN"
"1579388469"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE ENMEDIO SECTOR 1"
"1571600685"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO ALVARADO"
"1572045239"|"LA PAZ"|"LA PAZ"|"LA PAZ"|"BARRIO LA TRINIDAD"
"1572527588"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL MONTE VERDE"
"1581006649"|"COMAYAGUA"|"VILLA DE SAN ANTONIO"|"VILLA DE SAN ANTONIO"|"BARRIO ESQUIPULAS"
"1580116130"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1580063361"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA KENNEDY"
"1579980066"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA LA PRADERA"
"1579231134"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO ARRIBA"
"1572333450"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"TEGUCIGALPA"|"FLORENCIA SUR"
"1578615324"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CIUDAD TECNOLOGICA"
"1572307432"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOS ROBLES"
"1572853928"|"COLON"|"TOCOA"|"TOCOA"|"COLONIA SHALOM"
"1581460788"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"NUEVA JERUSALEN"
"1579254272"|"OLANCHO"|"YOCON"|"YOCON"|"BARRIO EL CENTRO"
"1572046424"|"ISLAS DE LA BAHIA"|"JOSE SANTOS GUARDIOLA"|"JOSE SANTOS GUARDIOLA"|"BARRIO OAK RIDGE  PARTE NO. 1"
"1572046426"|"ISLAS DE LA BAHIA"|"JOSE SANTOS GUARDIOLA"|"JOSE SANTOS GUARDIOLA"|"BARRIO OAK RIDGE  PARTE NO. 1"
"1572195176"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VISTA HERMOSA LOARQUE"
"1580951210"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"BARRIO LA SOLEDAD"
"1572308451"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"GERMANIA"|"RESIDENCIAL LOMAS DE GERMANIA"
"1571736744"|"ISLAS DE LA BAHIA"|"ROATAN"|"ROATAN"|"WILLIE WARREN"
"1572305154"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA PALMIRA"
"1582721890"|"YORO"|"EL PROGRESO"|"LA GUACAMAYA"|"LA GUACAMAYA"
"1579343541"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA FLOR NO.1"
"1579511164"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL PRADO"
"1572043376"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"ZAMBRANO"|"BARRIO LAS BRISAS"
"1572305317"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA ZERON"
"1572639417"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA FLOR DEL CAMPO"
"1580118779"|"FRANCISCO MORAZAN"|"TALANGA"|"TALANGA"|"BARRIO EL CENTRO"
"1579978158"|"CORTES"|"LA LIMA"|"LA LIMA"|"COLONIA PLANETA"
"1581117692"|"EL PARAISO"|"DANLI"|"DANLI"|"COLONIA SAN FRANCISCO DE ASIS"
"1571912110"|"CORTES"|"VILLANUEVA"|"CAMPO DOS CAMINOS"|"COLONIA SANTA FE"
"1578366727"|"LA PAZ"|"LA PAZ"|"LA PAZ"|"BARRIO LA MERCED"
"1579230920"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"BARRIO BELEN"
"1571596133"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA FLORENCIA NORTE"
"1580444165"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN MIGUEL"
"1571734071"|"ATLANTIDA"|"LA MASICA"|"EL NARANJAL"|"EL NARANJAL"
"1572663523"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA REPUBLICA DE VENEZUELA"
"1581118728"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA FELIPE ZELAYA"
"1572160537"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"MONTE PLACENTEROS O LOS FUERTES"
"1572323899"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"CERRO GRANDE"|"CERRO GRANDE"
"1573094138"|"FRANCISCO MORAZAN"|"ORICA"|"ORICA"|"BARRIO LA RONDA"
"1573052277"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"BARRIO SUBIRANA"
"1578315431"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA FELIPE ZELAYA"
"1572324910"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"NUEVA ALDEA"|"LA TRAVESIA"
"1571878005"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA SATELITE I ETAPA"
"1571877918"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"COLONIA PIEDRAS BONITAS"
"1580997800"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA EDILBERTO SOLANO"
"1572325226"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOMAS DEL CORTIJO"
"1571761623"|"CORTES"|"SAN PEDRO SULA"|"SABANA DE JUCUTUMA"|"RESIDENCIAL BOSQUES DE JUCUTUMA"
"1572875021"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"COLONIA SANTO CRISTO DE ESQUIPULAS"
"1572071141"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"RESIDENCIAL PALOS VERDES"
"1571572885"|"COLON"|"TOCOA"|"TOCOA"|"COLONIA EL TORONJAL"
"1582344846"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO CABANAS"
"1579339046"|"CHOLUTECA"|"SAN MARCOS DE COLON"|"SAN MARCOS DE COLON"|"BARRIO LA CANDELARIA"
"1572546640"|"CORTES"|"SAN PEDRO SULA"|"COFRADIA"|"B° OJO DE AGUA"
"1579235305"|"FRANCISCO MORAZAN"|"SANTA ANA"|"NUEVA ARCADIA"|"NUEVA ARCADIA"
"1571567557"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"RESIDENCIAL MONTE VERDE"
"1571567582"|"COLON"|"TRUJILLO"|"TRUJILLO"|"COLONIA LOS MAESTROS"
"1579440088"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"COLONIA INMACULADA CONCEPCION"
"1571770521"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOARQUE SUR"
"1572686626"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1580057503"|"CHOLUTECA"|"SAN MARCOS DE COLON"|"SAN MARCOS DE COLON"|"BARRIO LA ESPERANZA"
"1580057490"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"HACIENDA SAN ANTONIO"
"1572079281"|"OLANCHO"|"CAMPAMENTO"|"CAMPAMENTO"|"BARRIO LOS PROFESORES"
"1572482384"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO BELLA VISTA"
"1579200218"|"INTIBUCA"|"INTIBUCA"|"INTIBUCA"|"BARRIO LEMPIRA"
"1572580196"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"COL.SAN MIGUEL"|"COLONIA SAN MIGUEL  CALLE LEMPA"
"1573092205"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"COLONIA MIRAMONTES"
"1571880373"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO ABAJO"
"1571566603"|"COLON"|"SABA"|"SABA"|"BARRIO EL CHORRO"
"1572163582"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"VISTAS DE SATUYE"
"1571868977"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"QUINTA LOS LAURELES"
"1572323697"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO EL REPARTO"
"1579432239"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"LOMAS DEL HATILLO"
"1578040219"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL COUNTRY"
"1572785183"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA EL HERRERO"
"1572163692"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"SANTA ROSA"|"RESIDENCIAL SANTA CLARA"
"1572075598"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE ENMEDIO SECTOR 1"
"1581512419"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA NUEVO LOARQUE"
"1580109929"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA TIERRA BLANCA"
"1572165865"|"ATLANTIDA"|"TELA"|"EL RODEO"|"SAN FRANCISCO"
"1572075867"|"OLANCHO"|"CAMPAMENTO"|"CAMPAMENTO"|"BARRIO EL PINO"
"1571874219"|"COLON"|"TOCOA"|"EL GUAPINOL"|"EL GUAPINOL"
"1581747547"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA NUEVA SANTA ROSA"
"1572784309"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA EL TORONJAL"
"1572167940"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO EL CENTRO"
"1581139059"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO BUENOS AIRES"
"1572077341"|"OLANCHO"|"CAMPAMENTO"|"CAMPAMENTO"|"BARRIO LEMPIRA"
"1572328494"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL EL MOLINON"
"1580051322"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1578309277"|"SANTA BARBARA"|"LAS VEGAS"|"LAS VEGAS"|"BARRIO LASFLORES"
"1580051338"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1572502681"|"COLON"|"TOCOA"|"TOCOA"|"BARRIO LOS LAURELES"
"1571766575"|"OLANCHO"|"GUARIZAMA"|"GUARIZAMA"|"BARRIO CALPULES"
"1572328434"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA MONTEFRESCO"
"1572328260"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO EL PEDREGALITO"
"1579233065"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA KENNEDY"
"1571768693"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA RESIDENCIAL EL CAMPO N # 2"
"1581521101"|"CHOLUTECA"|"SAN MARCOS DE COLON"|"SAN MARCOS DE COLON"|"SAN FRANCISCO"
"1572072926"|"COLON"|"TOCOA"|"TOCOA"|"BARRIO SAN ISIDRO"
"1571572068"|"COMAYAGUA"|"ESQUIAS"|"ESQUIAS"|"BARRIO NUEVA ESPERANZA"
"1571762466"|"COPAN"|"COPAN RUINAS"|"COPAN RUINAS"|"BARRIO BUENA VISTA"
"1580984473"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO CABANAS"
"1572444209"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"RESIDENCIAL MOYA"
"1572923563"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL SITIO"
"1581520036"|"CORTES"|"SAN FRANCISCO DE YOJOA"|"SAN FRANCISCO DE YOJOA"|"BARRIO EL CENTRO"
"1581144428"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"RESIDENCIAL VILLA VALENCIA"
"1581519888"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"SANTA ROSA"|"RESIDENCIAL SANTA CLARA"
"1580509710"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL VILLA SANTA CRISTINA"
"1572074773"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA EL EDEN"
"1571570916"|"YORO"|"OLANCHITO"|"OLANCHITO"|"COLONIA VEINTE Y CUATRO DE MAYO"
"1571767310"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CENTROAMERICA"
"1572452188"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO GUAMILITO"
"1573092449"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA 1RO DE DICIEMBRE"
"1581142705"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA GRACIAS A DIOS"
"1572183546"|"CORTES"|"SAN PEDRO SULA"|"COFRADIA"|"COLONIA VICTORIA"
"1580737867"|"EL PARAISO"|"DANLI"|"DANLI"|"BARRIO LA REFORMA"
"1572055900"|"LA PAZ"|"MARCALA"|"MARCALA"|"LA CHORRERA"
"1571751123"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA AURORA"
"1572183087"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA LLANOS DE SULA III"
"1572483036"|"ISLAS DE LA BAHIA"|"UTILA"|"UTILA"|"BARRIO MONKEY TALL"
"1577600252"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"VILLA NUEVA"
"1572182700"|"COLON"|"SABA"|"ELIXIR"|"BARRIO LA SABANA"
"1572879670"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA LOMAS DEL CARMEN"
"1572080969"|"OLANCHO"|"CATACAMAS"|"LA COLONIA DE PONCAYA"|"VILLA HERMOSA"
"1580517911"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL EL MOLINON"
"1571580394"|"LA PAZ"|"LA PAZ"|"LA PAZ"|"VISTA HERMOSA"
"1572319037"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|" RESIDENCIAL SANTA MARIA"
"1580701584"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LAS VEGAS DEL COUNTRY"
"1572331305"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CERRO GRANDE"
"1581160523"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA BELLA AURORA"
"1572971029"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL LOS CALPULES I ETAPA"
"1572057181"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"PALMEROLA NO.1"
"1579457729"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"BARRIO SAN ANTONIO"
"1578343604"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA EL HERRERO"
"1577606098"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO BUENOS AIRES"
"1572443064"|"VALLE"|"SAN LORENZO"|"SAN LORENZO"|"BARRIO BUENOS AIRES"
"1578342592"|"ATLANTIDA"|"LA MASICA"|"EL NARANJAL"|"EL NARANJAL"
"1578885765"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"COLONIA LUIS ALONZO NARVAEZ"
"1571747903"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA LA SABANA"
"1572970896"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL LAS VEGAS"
"1579334430"|"ATLANTIDA"|"LA MASICA"|"LA MASICA"|"BARRIO EL CENTRO"
"1578629619"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"COLONIA BERLIN"
"1579999449"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA ISLAS DEL PROGRESO"
"1572332116"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO MIRAMESI"
"1572161883"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"FIRST BIGHT"
"1571889600"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO"
"1572318225"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL HOGAR"
"1571581857"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA JARDINES DEL VALLE"
"1572318332"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ARTURO QUESADA"
"1571581440"|"COMAYAGUA"|"VILLA DE SAN ANTONIO"|"VILLA DE SAN ANTONIO"|"BARRIO ESQUIPULAS"
"1571865345"|"COLON"|"TRUJILLO"|"TRUJILLO"|"BARRIO EL CENTRO"
"1572183547"|"ISLAS DE LA BAHIA"|"JOSE SANTOS GUARDIOLA"|"PUNTA GORDA"|"PUNTA GORDA"
"1572162680"|"ISLAS DE LA BAHIA"|"JOSE SANTOS GUARDIOLA"|"JOSE SANTOS GUARDIOLA"|"BARRIO OAK RIDGE  PARTE NO. 1"
"1571755663"|"LEMPIRA"|"GRACIAS"|"GRACIAS"|"BRISAS DE CELAQUE"
"1580108403"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA EL TORONJAL 2"
"1580999763"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL VILLA SANTA CRISTINA"
"1581738741"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN MIGUEL"
"1572944711"|"FRANCISCO MORAZAN"|"TALANGA"|"TALANGA"|"BARRIO EL CENTRO"
"1580012285"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"TIERRA DE BENDICIONES"
"1571577122"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO ARRIBA"
"1571883758"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO LA BOLSA"
"1578662286"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA PALMIRA"
"1572163315"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO ALVARADO"
"1571882614"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA EDILBERTO SOLANO"
"1572845977"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA TREJO"
"1572783919"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO ALVARADO"
"1572178154"|"COLON"|"TRUJILLO"|"TRUJILLO"|"BARRIO JERICO"
"1572634338"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA RESIDENCIAL LAS MERCEDES"
"1572591488"|"CHOLUTECA"|"MARCOVIA"|"CEDENO"|"VECINOS DE CEDENO"
"1572322301"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"RESIDENCIAL GUADALUPE"
"1572946674"|"FRANCISCO MORAZAN"|"GUAIMACA"|"GUAIMACA"|"COLONIA MORADEL"
"1580736141"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO SECTOR 8"
"1572057501"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA SANTA MONICA"
"1572320307"|"LA PAZ"|"MARCALA"|"MARCALA"|"BARRIO SAN MIGUEL"
"1571885672"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"BARRIO EL CENTRO"
"1572852562"|"CORTES"|"SAN PEDRO SULA"|"COFRADIA"|"BRISAS DE OCCIDENTE N°2"
"1581159277"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA NUEVA SUYAPA"
"1571579206"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA VILLA LINDA"
"1572678071"|"VALLE"|"NACAOME"|"NACAOME"|"BARRIO EL CENTRO"
